Player HP: 50
Player Armor: 5
Next Level: Level2
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1				1									!									1	1	1
1	1	1	1	#			!	#	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1						1			!							Z		!		1				[	w	1
1	1				!			*		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1					@	1	*					@	1	1	1	1	1	1	1	1				1	1	1
1	1										1	1	1	1	1	1	1	*	!					1			1								*		1	1	1	1	1	1	1	1				1	1	1
1	#		*								@	1	1	1	1	1					!						1	#			Z						1	1	1	1	1	1	1	1	@		@	1	1	1
1			O									a											Z	q			@	1			!						1	1	1	1	1	1	1	1	1	]	1	1	1	1
1	#		!								@	1	1	1	1	1			!								1	#								!	1	1	1	1	1	1	1	1	1		1	1	1	1
1	1	*							!		1	1	1	1	1	1	1	!	*					1			1		Z				!				1	1	1	1	1	1	1	1	1		1	1	1	1
1	1	1		*						1	1	1	1	1	1	1	1	1	1	1	1	1	1	1					@	1	1	1	1	1	1		1	1	1	1	1	1	1	1	1		1	1	1	1
1	1	1	1	#	!			#	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1						1	S	Z					1	1	1	1	1	1	1	1	1		1	1	1	1
1	1	1	1	1				1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1				1	!		!		*	1	1	1	1	1	1	1	1	1	1		1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
